item,count,ref_nos
non residential building at shq l,1,"[""['No. ITBP/SHQ L AND C/Engg/2024-882']""]"
plastering,3,"[""['MCD/TR/7034/2023_5_1_1/1']"", ""['129/EE/CBMDIV. M-121(N)/2018-19']"", ""['No. ITBP/SHQ L AND C/Engg/2024-882']""]"
arm of civil work of residential,1,"[""['No. ITBP/SHQ L AND C/Engg/2024-882']""]"
c itb police force at chhawla camp new delhi sh painting,1,"[""['No. ITBP/SHQ L AND C/Engg/2024-882']""]"
south east delhi.,1,"[""['54/DPHCL/ENGG/NIT/2024-25']""]"
maintenance of sewer line,1,"[""['54/DPHCL/ENGG/NIT/2024-25']""]"
pc sarita vihar amar colony ),1,"[""['54/DPHCL/ENGG/NIT/2024-25']""]"
water supply line for the police colony ( pc hazrat. nizamuddin,1,"[""['54/DPHCL/ENGG/NIT/2024-25']""]"
construction of precast divider for smooth traffic,1,"[""['7689/E-TENDER/2022-23 Dt 07-12-2022']""]"
widening of road near madiyaav police station located on delhi- bareilly- lucknow nh- 24 in lucknow city.,1,"[""['7689/E-TENDER/2022-23 Dt 07-12-2022']""]"
rmo water supply pumps portable water purifier,1,"[""['ITBP/22 BN-437 DATED-25-05-2022']""]"
base hospital itb police tigri camp new delhi,1,"[""['ITBP/22 BN-437 DATED-25-05-2022']""]"
water coolers at 22nd bn tigri,1,"[""['ITBP/22 BN-437 DATED-25-05-2022']""]"
construction of police housing complex at mandoli delhi. ( sh annual service contract of 2 nos x 320 kva dg set including b check ),2,"[""['48/EE(E)/OPED/PWD/2020-21']"", ""['71/EE(E)/OPED/PWD/2021-22']""]"
repair of cement concrete flooring of mt area,1,"[""['34']""]"
open urinal block at mt complex at shq l,1,"[""['34']""]"
police station at amar colony,1,"[""['11/South-East(B)M/New Delhi/2021-22.']""]"
new delhi during 2021- 22 ( sh civil repair,1,"[""['11/South-East(B)M/New Delhi/2021-22.']""]"
renovation works of quarter no- 02,1,"[""['11/South-East(B)M/New Delhi/2021-22.']""]"
finishing works ),5,"[""['09/2017-18/South-East(B)M/New Delhi (RECALL)']"", ""['26/2015-16/CBM DIV- M-421/Delhi']"", ""['11/South-East(B)M/New Delhi/2021-22.']"", ""['09/2017-18/South-East(B)M/New Delhi']"", ""['50/2015-16/SE(Bldg)DIV-M-421/Delhi.']""]"
new delhi for the year 2021- 22 ( sh.- painting,1,"[""['ITBP/22BN/ENER/1561/11.06.21']""]"
arm of residential building ( civil works,2,"[""['ITBP/22/ENGR/1561/373/12-06-21']"", ""['ITBP/22BN/ENER/1561/11.06.21']""]"
deistempering,1,"[""['ITBP/22BN/ENER/1561/11.06.21']""]"
electrical ) at 22 bn itb police,2,"[""['ITBP/22/ENGR/1561/373/12-06-21']"", ""['ITBP/22BN/ENER/1561/11.06.21']""]"
mechanical services of data centre facility under cctn project at 3rd floor,1,"[""['288/EE E/PWD/DHC and ND/Central/2020-21']""]"
delhi sh comprehensive maintenance of ac plants,1,"[""['27/AE(E)/HC5/HMEDC/20-21(R)']""]"
rmo dg sets cold storage plant,2,"[""['03/AE(E)/HC-5/PWD HMED(C)/2019-20']"", ""['27/AE(E)/HC5/HMEDC/20-21(R)']""]"
ac equipments,5,"[""['27/AE(E)/HC5/HMEDC/20-21(R)']"", ""['03/AE(E)/HC-5/PWD HMED(C)/2019-20']"", ""['302/EE(E)/HMED(C)/PWD/2017-18']"", ""['16/ AE(E)/HC-5/HMED(C)/PWD/2023-24']"", ""['53/EE(E)/HMED(C)/PWD/2020-21']""]"
ac equipments. ),1,"[""['27/AE(E)/HC5/HMED(C)/PWD/20-21']""]"
delhi ( sh comprehensive maintenance of ac plants,1,"[""['27/AE(E)/HC5/HMED(C)/PWD/20-21']""]"
pruning of trees at ashoka police lines,1,"[""['53/DD/HD-South/2020-21']""]"
under hsd south- i/ hd- south new delhi dg. 2020- 21. ( sh- pruning of trees. ),1,"[""['53/DD/HD-South/2020-21']""]"
horticulture services at national police memorial chankyapuri new delhi sh repairing of existing panasonic cctv system installed at npm,1,"[""['40/EEE/DED302/20-21/Delhi']""]"
comprehensive maintenance of electrical civil,1,"[""['40/EEE/DED302/20-21/Delhi']""]"
staff qtrs shakarpur delhi dg 2020- 21 sh providing service for day to day maintenance civil related works,1,"[""['30/EE/EBMD-M 221/PWD/2020-21']""]"
flush door,1,"[""['03/NIQ/AB/S Div/2020-21']""]"
mo of national police memorial chankyapuri new delhi dg 20- 21. sh- providing,1,"[""['03/NIQ/AB/S Div/2020-21']""]"
floor tile etc.,1,"[""['03/NIQ/AB/S Div/2020-21']""]"
fixing granite,1,"[""['03/NIQ/AB/S Div/2020-21']""]"
mundka,1,"[""['18/EE/ PWD-M-132(N)/2020-21']""]"
disabled friendly.,3,"[""['15/EE/ PWD-M-132(N)/2020-21']"", ""['18/EE/ PWD-M-132(N)/2020-21']"", ""['15/EE/ PWD-M-132(N)/2020-21 (2nd call)']""]"
new delhi. sh providing facilities for person with disabilities to make it barrier free,3,"[""['15/EE/ PWD-M-132(N)/2020-21']"", ""['18/EE/ PWD-M-132(N)/2020-21']"", ""['15/EE/ PWD-M-132(N)/2020-21 (2nd call)']""]"
installation of concertina coil fencing over boundary wall in police station building at kanjhawla,1,"[""['13/EE/PWD/NWB-2/2020-21']""]"
carrying out civil works to comply the requirement of accessibility for differently abled persons,1,"[""['13/EE/PWD/NWB-2/2020-21']""]"
eor to g. t. b enclave police qtrs. delhi during 2019- 20. repair,1,"[""['96/EE/KKD Court Divn./PWD/NIT/2019-20']""]"
raising of boundary wall. civil,1,"[""['96/EE/KKD Court Divn./PWD/NIT/2019-20']""]"
electrical works. recall,1,"[""['96/EE/KKD Court Divn./PWD/NIT/2019-20']""]"
other misc. civil works.,1,"[""['96/EE/KKD Court Divn./PWD/NIT/2019-20']""]"
eor to g. t. b enclave police qtrs. delhi during 2019- 20. sh- provision of changing water supply pipe line,1,"[""['96/EE/KKD Court Divn./PWD/NIT/2019-20']""]"
delhi during 2019- 20. sh- supply of labour for day to day maintenance work.,2,"[""['25/EE/PWD/NWB-2/2019-20']"", ""['25/EE/PWD/NWB-2/2019-20 (Modified)']""]"
non- residential buildings at pitampura,2,"[""['25/EE/PWD/NWB-2/2019-20']"", ""['25/EE/PWD/NWB-2/2019-20 (Modified)']""]"
new delhi- 110063. sh- soil testing,1,"[""['27/EE/PWD/NWB-2/2019-20']""]"
multistorey staff quarters at a- 4,1,"[""['27/EE/PWD/NWB-2/2019-20']""]"
structural design for 13 storeyed building.,1,"[""['27/EE/PWD/NWB-2/2019-20']""]"
ac equipments at police mortuary subzi mandi delhi sh comprehensive maintenance of ac plants,1,"[""['03/AE(E)/HC-5/PWD HMED(C)/2019-20']""]"
mechanical services of data centre facility under cctns project at 3 rd floor,1,"[""['NIQ NO. 23(05)/EE(E)/PWD DHC and ND/C/2019-20']""]"
sarita vihar,1,"[""['21/South-East(B)M/New Delhi/2019-20.']""]"
laying sewer line,1,"[""['21/South-East(B)M/New Delhi/2019-20.']""]"
rain water harvesting line in the premises of dcp office/ police station/ residential complex,1,"[""['21/South-East(B)M/New Delhi/2019-20.']""]"
delhi. sw- replacement of damaged polycarbonate sheet roofing of basement ramps.,1,"[""['05/EE/PWD/NWB-2/2019-20']""]"
platforms,1,"[""['89/EE/NBD/PWD/2018-19']""]"
eor to police colony at sector a 5 narela delhi 110040 sh replacement of damaged steel windows damaged chajja repair to roof,1,"[""['89/EE/NBD/PWD/2018-19']""]"
mumty with tanks,1,"[""['89/EE/NBD/PWD/2018-19']""]"
light fittings in staff qtrs. of police colony at sunlight colony,1,"[""['70/EE(E)/EMD South East/PWD/2018-19']""]"
light fittings in staff qtrs. of police colony at sarita vihar,1,"[""['62/EE(E)/EMD South East/PWD/2018-19']""]"
delhi. ( sh sitc of 30 kva uninterrupted power supply system ),1,"[""['95/EE(E)/NWED/PWD/2018-19']""]"
staff qtrs geeta colony delhi dg 2018 19 sh white washing repairing work in toilets,2,"[""['29/EE/EBMD-M 221/PWD/2018-19']"", ""['29/EE/EBMD-M 221/PWD/2018-19 (Recall)']""]"
commissioning of anpr,1,"[""['e-Tender/Hartron/HW/2017-18/24']""]"
surveillance systems at nh-1 (delhi-ambala) highway on behalf of haryana police through one time purchase tender.,1,"[""['e-Tender/Hartron/HW/2017-18/24']""]"
speed detection,1,"[""['e-Tender/Hartron/HW/2017-18/24']""]"
renovation of toilets of ground floor,1,"[""['94/EE/ PWD-M-132(N)/2018-19']""]"
changing of sewer line,1,"[""['94/EE/ PWD-M-132(N)/2018-19']""]"
eor to police chowki,1,"[""['94/EE/ PWD-M-132(N)/2018-19']""]"
other misc. works,2,"[""['ITBP/22/ENGR/1561/373/12-06-21']"", ""['94/EE/ PWD-M-132(N)/2018-19']""]"
interlocking paver blocks,1,"[""['94/EE/ PWD-M-132(N)/2018-19']""]"
madipur,3,"[""['94/EE/ PWD-M-132(N)/2018-19']"", ""['15/EE/ PWD-M-132(N)/2020-21']"", ""['15/EE/ PWD-M-132(N)/2020-21 (2nd call)']""]"
light fittings in staff qtrs. of police colony at lajpat nagar,1,"[""['39/EE(E)/EMD South East/PWD/2018-19']""]"
delhi 93 ( sh sitc of external lighting waterpumping sets with filtration plant for 360 nos. type iii quarters ).,1,"[""['21/CPM(OP)/PWD/2017-18']""]"
delhi ( sh- ei work in renovated new mess,1,"[""['264/2017-18/EMD M-351/EE(E)']""]"
4th floor mso building new delhi,1,"[""['113/EE/CBMD M-323/2017-18']""]"
repair of false ceiling in central police control room at 3rd,1,"[""['113/EE/CBMD M-323/2017-18']""]"
fixing roller blinds pvc flooring,1,"[""['113/EE/CBMD M-323/2017-18']""]"
delhi jaipur road zone- 10,1,"[""['EE-ELECT-I/22/2017-18']""]"
jaipur ( electric work ).,1,"[""['EE-ELECT-I/22/2017-18']""]"
overhauling of ceiling fan,1,"[""['131/2017-18/EMD M-351/EE(E)']""]"
painting,2,"[""['03/EE/WD-2/DDA/16-17']"", ""['131/2017-18/EMD M-351/EE(E)']""]"
numbering of pole ),1,"[""['131/2017-18/EMD M-351/EE(E)']""]"
fixing play equipments at harit kshetra park opposite traffic police headquarter,2,"[""['EE/CD-I/DB/2016-17/147']"", ""['EE/CD-I/DB/17-18/36']""]"
new delhi in rajinder nagar assembly constituency ( ac- 39 ).,2,"[""['EE/CD-I/DB/2016-17/147']"", ""['EE/CD-I/DB/17-18/36']""]"
labour for attending day to day complaints ),1,"[""['04/AE/PWD/NWB-23/2017-18']""]"
delhi during 2017- 18. ( sh- supplying of civil building material,1,"[""['04/AE/PWD/NWB-23/2017-18']""]"
eor to dr. k. n. katju marg police station,1,"[""['41/EE/PWD/N-W B-I/2017-18']""]"
delhi. ( sh- construction of boundary wall on the backside with concertina coil ).,1,"[""['41/EE/PWD/N-W B-I/2017-18']""]"
rohini sector- 16,1,"[""['41/EE/PWD/N-W B-I/2017-18']""]"
accounts branch,1,"[""['10/EE/CBMDIV. M-121(N)/2017-18']""]"
hag,1,"[""['10/EE/CBMDIV. M-121(N)/2017-18']""]"
water proofing treatment of roof top of qtr guard,1,"[""['10/EE/CBMDIV. M-121(N)/2017-18']""]"
vinay marg chanakyapuri,1,"[""['10/EE/CBMDIV. M-121(N)/2017-18']""]"
acps etc at police head quarter,1,"[""['10/EE/CBMDIV. M-121(N)/2017-18']""]"
34,1,"[""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
30,2,"[""['PRESS NIT NO. 56 (2018-19)']"", ""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
27,1,"[""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
special repair of qtr no. h- 22,1,"[""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
33,2,"[""['29/South-East(B)M/New Delhi/2018-19']"", ""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
28,1,"[""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
31,1,"[""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
37 at police station chanakyapuri,1,"[""['28/EE/CBMDIV. M-121(N)/2017-18']""]"
renovation of rooms of police post near railway enquiry at ground floor of new pvt ward building at aiims new delhi. sh- ei,1,"[""['58/AEE-II/ED-I/AIIMS/2016-17']""]"
fans work.,1,"[""['58/AEE-II/ED-I/AIIMS/2016-17']""]"
day to day maintenance ),3,"[""['237/2015-16/EMD M-351/EE(E)']"", ""['296/2016-17/EMD M-351/EE(E)']"", ""['233 of 2014-15/PWD EMD M-351 (0-72)']""]"
delhi ( sh- routine maintenance of ei,2,"[""['237/2015-16/EMD M-351/EE(E)']"", ""['296/2016-17/EMD M-351/EE(E)']""]"
mo various road under pwd divn. swr ii dg. 2016 17 sh repair of footpath at police station road bindapur new delhi,1,"[""['57/EE/SWR-II/PWD/2016-17']""]"
attached staff quarter delhi sub head servicing cleaning overhauling,1,"[""['180/2016-17/ M-351 (M-3513-49)']""]"
rmo electro mechanical services at model town police station,1,"[""['180/2016-17/ M-351 (M-3513-49)']""]"
rewinding of ceiling fan,1,"[""['180/2016-17/ M-351 (M-3513-49)']""]"
new delhi ( sh various electrical works ),1,"[""['178/EE(E)/PWD EMD-M-South/2016-17']""]"
residential quarters mehrauli,1,"[""['178/EE(E)/PWD EMD-M-South/2016-17']""]"
new delhi during 2016- 17. ( sh- misc. civil repair work ).,1,"[""['07/EE/PWD/BUILDING SOUTH/2016-17']""]"
laying sewarage system against old existing deteriorated/ damage sewer line near pambari road qtrs at residential area new police line,1,"[""['182/EE/CBMD-M321/2015-16']""]"
fans pump set dg set ac plant cold storage equipment at police mortuary sabzi mandi delhi 02 nos,1,"[""['98 /EE(E)/HMED(C)/PWD/2015-16']""]"
1 rmo ei,6,"[""['10-AE-E-HC-5-HMEDC-PWD-2018-19']"", ""['10-AE-E-HC-5-HMEDC-PWD-2018-19 Recall']"", ""['98 /EE(E)/HMED(C)/PWD/2015-16']"", ""['16/ AE(E)/HC-5/HMED(C)/PWD/2023-24']"", ""['53/EE(E)/HMED(C)/PWD/2020-21']"", ""['168/EE(E)/HMED(C)/PWD/2015-16']""]"
moei fans rmo pump sets in vrs police stations under ae e m 4533 sunlight colony new delhi sh repair of pump sets,1,"[""['17/AE(E)M4533/PWD EMD M-453/2015-16']""]"
mo residential building at police colony ashok vihar under sub division m 3322 ashok vihar delhi during 2015 16 sh supply of material,1,"[""['57/EE/M-332/PWD/2015-16 (2nd Call)']""]"
misc. repair works ),1,"[""['64/EE/CBMD M-321/ 2015-16']""]"
delhi during 2015- 16 ( sh providing,1,"[""['64/EE/CBMD M-321/ 2015-16']""]"
fixing door shutter,1,"[""['64/EE/CBMD M-321/ 2015-16']""]"
new delhi. ( sh- routine maintenance of ei,2,"[""['68/AE(E) M-1532/PWD EMD M-153(N)/2014-15']"", ""['05/EE(E)/PWD EMD  M(South)/2015-16']""]"
fans of type- 1 quarter only. ),2,"[""['68/AE(E) M-1532/PWD EMD M-153(N)/2014-15']"", ""['39/AE(E) M-1532/PWD EMD M-153(N)/2013-14']""]"
rmo pumping set at police colony ahata ki dhara,2,"[""['68/AE(E) M-1532/PWD EMD M-153(N)/2014-15']"", ""['39/AE(E) M-1532/PWD EMD M-153(N)/2013-14']""]"
other works. ),1,"[""['215/EE/PWD/M-222/2014-15']""]"
delhi. dg 2014- 15 ( sh providing,1,"[""['215/EE/PWD/M-222/2014-15']""]"
fixing ms. sheet door in mud houses,1,"[""['215/EE/PWD/M-222/2014-15']""]"
armo of various electrical installation at various edu. bldg. under ae e3522 sgm hospital mangolpuri delhi open acution in respect of pitampura police line section,1,"[""['272/ AE(E) PWD M  352 /2014-15']""]"
rmo of pump set at new police line kingsway camp delhi sub head rewiring in barrec no 1 old barrack,1,"[""['65/AE(E)3513/PWDEMD M-351/2014-15/281']""]"
ar mo to cbmd m433 sub divn m4332 dg 201415 sh repair of sewer line near qrt fc2 police compound new delhi,1,"[""['84/EE/CBMD M-433/2014-15']""]"
new delhi. ( sh providing,1,"[""['159/EE(E)/PWD EMD M-153(N)/2014-15']""]"
fans including rmo pump sets at various police stations under ae ( e ) 1531n,1,"[""['159/EE(E)/PWD EMD M-153(N)/2014-15']""]"
fixing servo voltage stabilizer ),1,"[""['159/EE(E)/PWD EMD M-153(N)/2014-15']""]"
renovation modification of pak section,1,"[""['10/EE/CBMD M-43/2014-15(02/SE/CBMC M-43/2014-15 )']""]"
moduler furniture,1,"[""['10/EE/CBMD M-43/2014-15(02/SE/CBMC M-43/2014-15 )']""]"
partitions ),1,"[""['10/EE/CBMD M-43/2014-15(02/SE/CBMC M-43/2014-15 )']""]"
wall lining,1,"[""['10/EE/CBMD M-43/2014-15(02/SE/CBMC M-43/2014-15 )']""]"
police bhawan at asaf ali road delhi ( sh providing flooring,1,"[""['10/EE/CBMD M-43/2014-15(02/SE/CBMC M-43/2014-15 )']""]"
1 providing an installation of air conditioners in the office of addl cp eow at 3rd floor eow building ps mandir marg police station new delhi,1,"[""['04/AE(E)/PWD EMSD M-4522/2014-15']""]"
new delhi. ( sh routine maintenance of ei,1,"[""['39/AE(E) M-1532/PWD EMD M-153(N)/2013-14']""]"
delhi. sub head- supply of electrical material.,1,"[""['279 of 2013-14/PWD EMD M-351 (0-66)']""]"
r. m. o. of pump set at new police line,1,"[""['279 of 2013-14/PWD EMD M-351 (0-66)']""]"
m/ o police building at tilak marg under sub- division m- 4313,1,"[""['72/EE/CBMD M-431/2013-14']""]"
new delhi during 2013- 14. ( sh- misc. civil repair work ),1,"[""['72/EE/CBMD M-431/2013-14']""]"
new delhi. ( sh ei,1,"[""['172/EE (E)/PWD EMD M-153(N)/2013-14']""]"
eor to police colony ahata ki dara,1,"[""['172/EE (E)/PWD EMD M-153(N)/2013-14']""]"
fans of newly renovated type i,1,"[""['172/EE (E)/PWD EMD M-153(N)/2013-14']""]"
idgaha road,1,"[""['172/EE (E)/PWD EMD M-153(N)/2013-14']""]"
type ii quarters ).,1,"[""['172/EE (E)/PWD EMD M-153(N)/2013-14']""]"
providing sound system stage lighting stage curtain at sarvodaya vidyalya new police line delhi school code no 1309004,1,"[""['110/ EE(E)/ PWD EMD M-352/']""]"
renovation alteration of multipurpose hall,3,"[""['110/ EE(E)/ PWD EMD M-352/']"", ""['277/EE(E)/PWD EMD M-352/14-15']"", ""['164/EE(E)/PWD EMD M-352/13-14']""]"
misc work in sarvodaya vidyalaya new police lines kingsway camp delhi.,1,"[""['109/EE/CBMD M-321/ 2012-13']""]"
raising of main gate provinding,1,"[""['109/EE/CBMD M-321/ 2012-13']""]"
fixing concertina coil on boundary wall,1,"[""['109/EE/CBMD M-321/ 2012-13']""]"
mo to police station kalyanpuri,2,"[""['Recall/115/AE-II/EE/EBMD-M 221/PWD/2017-18']"", ""['115/AE-II/EE/EBMD-M 221/PWD/2017-18']""]"
delhi dg. 2018- 19. sh laying connection line from djb main line to underground tank at i kalyanvas 405 da flats ii colony police station kalyanpuri,2,"[""['Recall/115/AE-II/EE/EBMD-M 221/PWD/2017-18']"", ""['115/AE-II/EE/EBMD-M 221/PWD/2017-18']""]"
iii fire station dallupura,2,"[""['Recall/115/AE-II/EE/EBMD-M 221/PWD/2017-18']"", ""['115/AE-II/EE/EBMD-M 221/PWD/2017-18']""]"
malviya nagar new delhi- 110017. during- 2018- 19 ( sh- maintenance of electrical installation,1,"[""['18/AE(E)/PWD EMSD 3(M South)/2018-19']""]"
( 1 ) rmo electro- mech- services at sindhora kalan da flat delhi. ( 2 ) rmo electro- mech- services at gulabi bagh police station,1,"[""['267/2017-18/EMD M-351/EE(E)']""]"
sarai rohilla police station,1,"[""['267/2017-18/EMD M-351/EE(E)']""]"
various schools under ae ( e ) m- 3513 ( sh- ei work ),1,"[""['267/2017-18/EMD M-351/EE(E)']""]"
defence colony ).,2,"[""['214/EE(E)/South /Elect. Divn.,/PWD/2017-18']"", ""['335/EE(E)/South /Elect. Divn.,/PWD/2016-17']""]"
fans i.c compound lights,6,"[""['128/EE(E)/South /Elect. Divn.,/PWD/2019-20']"", ""['214/EE(E)/South /Elect. Divn.,/PWD/2017-18']"", ""['335/EE(E)/South /Elect. Divn.,/PWD/2016-17']"", ""['38/EE(E)/South /Elect. Divn.,/PWD/2021-22']"", ""['99/EE(E)/South /Elect. Divn.,/PWD/2019-20']"", ""['223/EE(E)/South /Elect. Divn.,/PWD/2017-18']""]"
new delhi ( sh- various electrical works at police quarters andrews ganj,1,"[""['214/EE(E)/South /Elect. Divn.,/PWD/2017-18']""]"
new delhi ( sh. various electrical works at police quarters andrews ganj,1,"[""['335/EE(E)/South /Elect. Divn.,/PWD/2016-17']""]"
residential quarters under ae ( e ) ii m- south,1,"[""['335/EE(E)/South /Elect. Divn.,/PWD/2016-17']""]"
installation non clog sewage pump set ),1,"[""['90/EE(E)/PWDM-253/16-17']""]"
delhi during 2015- 16. ( sh providing,1,"[""['90/EE(E)/PWDM-253/16-17']""]"
providing vehicles to police escort for accompanying remittances,2,"[""['RBI/New Delhi/Issue/10/18-19/ET/209']"", ""['RBI/New Delhi/Issue/16/21-22/ET/466']""]"
light boxes- portable body light for police,2,"[""['GEM/2018/B/127110']"", ""['GEM/2020/B/940254']""]"
renovation of bungalow no 1 ashoka police line,1,"[""['02/AE(E)/PWD EMSD M-4522/2015-16']""]"
various electrical works in various police quarters,1,"[""['83/EE (E)/PWD EMD South West/2019-20']""]"
police stations under ae ( e ) sub- div iii,1,"[""['83/EE (E)/PWD EMD South West/2019-20']""]"
near by police station ( day to day operation,1,"[""['247 of 2014-15/PWD EMD M-351 (0-79)']""]"
maintenance ),1,"[""['247 of 2014-15/PWD EMD M-351 (0-79)']""]"
rmo electro- mechanical services at sarai rohilla police resdl. quarter,1,"[""['247 of 2014-15/PWD EMD M-351 (0-79)']""]"
improvement to footpath,1,"[""['118/EE(R-IV)/2011-12']""]"
ashoka police line in chanakya puri area. mla fund,1,"[""['118/EE(R-IV)/2011-12']""]"
lanes in teen murti police line,1,"[""['118/EE(R-IV)/2011-12']""]"
park,1,"[""['118/EE(R-IV)/2011-12']""]"
m services at police colony,1,"[""['52/EE (E)/NWED/PWD/2017-18/(3533-11)']""]"
shalimar bagh. ( sh sitc of 15 hp mono set centrifugal pump,1,"[""['52/EE (E)/NWED/PWD/2017-18/(3533-11)']""]"
rmo of various e,1,"[""['52/EE (E)/NWED/PWD/2017-18/(3533-11)']""]"
repair of existing pumps at police colony,1,"[""['52/EE (E)/NWED/PWD/2017-18/(3533-11)']""]"
shalimar bagh ),2,"[""['52/EE (E)/NWED/PWD/2017-18/(3533-11)']"", ""['23(22)/NWEDPWD/2018-19']""]"
malviya nagar new delhi- 110017. during- 2022- 23 ( sh providing manning for ei services. ),1,"[""['5/EE(E)/PWD/EMD M-South/2023-24']""]"
malviya nagar new delhi- 110017. during- 2021- 22 ( sh providing manning for ei services. ),2,"[""['396/EE(E)/EMD M-South/PWD/2021-22/2nd Call']"", ""['396/EE(E)/EMD M-South/PWD/2021-22']""]"
open dining hall,1,"[""['64/EE (E)/ PWD NE and Shah. Elect. Divn/19-20']""]"
mech. services at pts wazirabad delhi. ( sh- repairing of electrical installation at 1st irbn sikkim police pts wazirabad,1,"[""['64/EE (E)/ PWD NE and Shah. Elect. Divn/19-20']""]"
delhi. 2 ). eor works renovation of mud houses,1,"[""['64/EE (E)/ PWD NE and Shah. Elect. Divn/19-20']""]"
1 ). rmo elect,1,"[""['64/EE (E)/ PWD NE and Shah. Elect. Divn/19-20']""]"
tin sheds.,1,"[""['64/EE (E)/ PWD NE and Shah. Elect. Divn/19-20']""]"
mo ptc pts jharoda kalan,1,"[""['NIQ']""]"
new delhi dg. 2015 16. sh finishing,1,"[""['NIQ']""]"
repair work up to all floor for passing out parade of women recruit constable at parade ground police training college,1,"[""['NIQ']""]"
rmo pump sets at various police station new delhi under ae ( e ) m 4512 pwd emd m451 new delhi ( giri nagar section ) ( sh pdg. various electrical works ),1,"[""['112/EE(E)/PWD EMD-M-451/2014-15']""]"
recasting of rcc roof slab in type- i top floor quarters,1,"[""['97/EE/PWD/NWB/2021-22']""]"
( 1 ) eor to residential quarters at police colony paschimvihar delhi sh- demolishing,1,"[""['97/EE/PWD/NWB/2021-22']""]"
qtr no. 20 ( 2 ) provision of santri post parking shed,1,"[""['97/EE/PWD/NWB/2021-22']""]"
paver blocks in police colony pitampuranew delh,1,"[""['97/EE/PWD/NWB/2021-22']""]"
new delhi ( sh pdg. post top lantern,1,"[""['210/EE(E)/PWD EMD-M-South/2017-18']""]"
fitting in park at hauz khas police colony ),1,"[""['210/EE(E)/PWD EMD-M-South/2017-18']""]"
operation of pumpsets at police station ranibagh,1,"[""['184/EE(E)/NWED/PWD/2017-18']""]"
attached qtrs. ),1,"[""['184/EE(E)/NWED/PWD/2017-18']""]"
delhi ( sh maint. of ei,1,"[""['184/EE(E)/NWED/PWD/2017-18']""]"
dcp office outer district pushpanjali,2,"[""['182/EE(E)/NWED/PWD/2018-19']"", ""['184/EE(E)/NWED/PWD/2017-18']""]"
renovation for govt. accommodation allotted in type i- 02 nos quarters pc chanakyapuri,1,"[""['312/DPHCL/ENGG/NIT/2024-25']""]"
teen murti police compound ( total- 02 ) at new delhi district.,1,"[""['312/DPHCL/ENGG/NIT/2024-25']""]"
renovation work of outer side apartment building cracks wall/ pillars of police colony block dcp office complex,1,"[""['166/DPHCL/ENGG/NIT/2024-25']""]"
east district,1,"[""['166/DPHCL/ENGG/NIT/2024-25']""]"
re- restoration of goyla dairy road from police check post to shyamkunj bus stand under sub division- v during 2024- 25 division swr- ii,1,"[""['16/SE/SWC/PWD/2024-25 (64/EE/SWR-II/PWD/2024-25)']""]"
hind apartment sector- a- 1 to a- 4 narela outer north dsitrict of delhi,1,"[""['39/DPHCL/ENGG/NIT/2024-25']""]"
fixing of partition ms grill wall between police flats,1,"[""['39/DPHCL/ENGG/NIT/2024-25']""]"
public flat at golden,1,"[""['39/DPHCL/ENGG/NIT/2024-25']""]"
boundary wall,2,"[""['03/EE/WD-2/DDA/16-17']"", ""['235/DPHCL/ENGG/NIT/2023-24']""]"
renovation of 35 nos. govt. quarters,1,"[""['235/DPHCL/ENGG/NIT/2023-24']""]"
guard room at police colony sector- a- 5,1,"[""['235/DPHCL/ENGG/NIT/2023-24']""]"
outer- north district,1,"[""['235/DPHCL/ENGG/NIT/2023-24']""]"
pkt- 6,1,"[""['235/DPHCL/ENGG/NIT/2023-24']""]"
constructions of police housing complex at mandoli delhi. ( sh annual service contract of 2 nos x 320 kva dg set i/ c b check ),1,"[""['12/EE(E)/OPED/PWD/2023-24']""]"
painting work of dividers should be done on the road from suryanagar police post to agarwal sweet to delhi cut,1,"[""['252/nirman/2022-23 Dt. 17.03.2023']""]"
under vasundhara zone,1,"[""['252/nirman/2022-23 Dt. 17.03.2023']""]"
from bridge vihar pulia to radhakunj phatak.,1,"[""['252/nirman/2022-23 Dt. 17.03.2023']""]"
construction of type iii 16 nos.,2,"[""['06/EE/KKD Court Divn./PWD/NIQ/2022-23']"", ""['56/EE/KKD Court Divn./PWD/NIT/2020-21']""]"
type iv 14 nos. multistorey qtrs. at anand vihar police station compound delhi. sh supplying of office almirah,1,"[""['06/EE/KKD Court Divn./PWD/NIQ/2022-23']""]"
delhi- 110009. ( sh balance work ).,1,"[""['09/EE/CBMD M-321/2022-23']""]"
eow,3,"[""['140/EE (E)/PWD DHC and ND/Central /2017-18']"", ""['86/EE E/PWD/DHC and ND/Central/2021-22']"", ""['326/EE(E)/PWD/DHC ND/Central/2017-18']""]"
residential quarters mandir marg,1,"[""['86/EE E/PWD/DHC and ND/Central/2021-22']""]"
ac equipment at police station,1,"[""['86/EE E/PWD/DHC and ND/Central/2021-22']""]"
