MP Police,,
item,count,ref_nos
construction of govt. girls higher secondary school shahpura,1,25/2022-23 Govt. Girls H.S.S. Shahpura
block 01 yd nagar house repairing,1,3310/23.10.2024BLOCK 01 YD NAGAR house  REPAIRING
asp rail,1,17/2018-19
repairing of s. p. bungalow dhar,1,07/2019-20/3
purchase of forenscope pro smart phone,1,293
devri,1,08/2024-25
digital camouflage cloth,1,"CO/HF/QM/BGT/M-613/24, DATE-24/01/2024"
construction of 24 n. g. o.,1,09/2022-23
study room jnpa sagar,1,50/2018-19
construction of toilet block work at sp office campus radio at jabalpur.,1,07/2020-21
e tender for stationary items,1,SCPH/STORE/D-36/2023
external electrification work of police line niwari distt niwari,1,02/2025-26
construction work at govt. high school baghana distt. neemuch,1,NIT 17/2023-24_2
water proofing work for 20 qrts. at thana parisar sendhwa city distt. badwani.,1,NIT 18/2020-21_9
external electrification work 60 qrs police line raisen,1,07/2019-20
morcha 02 no.,1,20/2024-25
renovation work govt girls pg collage satna,1,08/2021-22
semulator bhavan,1,07/2021-22
repairing work constable block 1,1,03/2021-22
purchase medicine,1,M/3085
repairing work of indarganj thana falkabazar gwalior,1,08/2019-20
construction of officer hostel with profile sheet,2,"12 / 2019-20, 09 / 2021-22"
construction of mahila desk at thana khatiya distt mandla,1,20/2018-19
dismantling of old hospital,1,28/2022-23
concertina wire fencing,4,"29/2024-25, 25/2024-25, 01/2025-26, 26/2024-25"
selection of an agency for stage ii police recruitment examination,1,PHQ/SEL/181/2023
electrification work at khel parisar raisen,1,14/2021-2022
renovation work excellence school damoh,1,15/2020-21
kanjarda distt. neemuch,1,17/2019-20-3
construction of fencing,1,SP/NDPM/RI/3602-B/2024
external dvd writer purchase,1,DCP/HQ/IND/RK/178/2024
borewell/ submersible pump,2,"25/2024-25, 26/2024-25"
construction work of 60 capacity east west facing barrack,1,NIT 22/2022-23_1
repairing work of 15 bn. saf indore,1,05/2024-25
g type 6 no.,1,NIT 06/2021-22
jhirniya,1,10/2021-22
external electrification work of integrated sports complex,1,18/2024-25
sump well septic tank work pta,1,15/2020-21
construction of saf company headquarter niwari distt niwari,1,08/2023-24
result for e tender cum auction for ( condemm items ) at gwalior zone office,1,SPR/GWL/HQST/AUCTION/111-L/25
pipliyamandi distt. mandsour,2,"22/2018-19, 28/2019-20-8"
extension search mirror,1,SB/STORE/2022-25(281) BHOPAL DATED 10-10-2022
external painting work at existing horse barrack at police line,1,NIT 11/2020-21_5
khamkheda chowki,1,01/2024-25
construction of semi urban thana building at bhavarpura,2,"09/2019-20, 05/2019-20"
alirajpur,4,"02/2021-22, 10/2019-20-1, 04/2019-20-1, 01/2025-26"
construction of toilet at thana ajak,1,14/2021-22
pithampur ( distt. dhar ),1,13/2021-22/2
distt. hospital shajapur,1,NIT 16/2024-25_1
32 police constable quarter,2,"04/2021-22, 02/2022-23"
p at police line,1,NIT 23/2021-22_2
special branch,1,09/2024-25
berda distt. ratlam,1,NIT 19/2020-21_3
h. s. s. ashoknagar,1,19/2021-22
field level forensic seizure,1,SCPH/STORE/D-634/19 DATED 13/12/19
khirahani fhatak,1,27/2019-20-3 khirahani fhatak Chowki
construction of barrack with profile sheet,2,"09 / 2021-22, 17 / 2019-20"
thana chhipabadh dist harda.,1,10/2021-22
renovation work of govt girls higher secondary school berkhedi jahangirabad bhopal,1,04/2022-23
construction of mahila desk at police thana gandwani distt. dhar,1,12/2018-19/26
33 k v line shifting at govt higher secondary school goth dist morena cm rise,1,37/2022-23
water proofing work with material,1,1stbn/qm/p-1830
drain work at old 96 colony 9th battalion rewa,1,03/2021-22
construction of 1f type 2g type,1,03/2020-21/2
construction of mahila desk for fir at thana madhavnagar,1,03/2019-20/11
toilet construction,1,23/2021-22
semi urban thana sanchi raisen,1,58/2018-19
equipment for traffic interceptor without vehicle,1,PHQ/15/MOD/F.No-167/5152-7/20
external electrification work semi urban thana mohda dist betul 11/ 0. 4 kv line 1x25 kva transformers.,1,17/2021-2022
construction of police chowki at pathri distt. balaghat,1,08 / 2019-20
dsp,1,12/2018-19/38
construction of women desk in berasiya thana campus bhopal,1,11/2019-20
construction of govt. primary school rampura ( distt.- dhar ),1,20/2024-25/9
infrastructure work at govt excellence school campus distt narsinghpur mp,1,06/2021-22
repairing work of admin building,1,04/2024-25/2
upgrade tally accounting,1,07/2021-22
external electrification work for 12 qtrs at kanji house gotegaon distt narsinghpur,1,09/2020-21
laying of 400 mtr atheletic synthetic track at khelgaon gwalior,1,44/2022-23
construction of 24 ngo,3,"31/2023-24 Shahdol Qtrs, 07/2020-21, 43/2023-24"
upgradation of district hospital of 300 to 500 beds at district rajgarh,1,07/2021-22
03- repairing,1,10/2021-22
special repair work at thana bhawan jaora distt. ratlam,1,NIT 26/2022-23_5
renovation work hq fire bhopal,1,21/2021-22
construction of guard room with santri morcha for c. r. p. f. at police chowki kinhi,1,15 / 2020-21
result for scaping puttying work,1,169C
copper wire,1,SP(R)/REWA/DISPO/337/2020 DATE-27/08/2020
raoti,1,20/2018-19
dist. gwalior,1,08/2022-23
reparig work at add. sp office basoda,1,05/2019-20
construction work of highway police chouki tamagaon harda,1,08/2019-20
construction of c. m. rise school raoti distt. ratlam,1,NIT 14/2023-24_1
construction of semi urban thana at rampayli,1,06 / 2019-20
01 h type qtrs at rajmarg chouraha narsinghpur,1,21/2018-19/14
semi urban thana maharajpur sagar,1,58/2018-19
02 h type qtrs at community helth center bichhua distt chhindwara.,1,01/2020-21
sai ostler building at equestrian academy goregaon bhopal,1,08/2023-24
toilet for ladies fir room at thana pichor distt gwalior,1,30/2018-19
various reparing work of various places at ( 1 ) thana malanjkhand. ( 2 ) thana roopjhar. ( 3 ) santri post at chowki kasangi. ( 4 ) concertina wire fancing at chowki parisar ukwa. ( 5 ) post pitkona distt. balaghat,1,14/2020-21
result for repair of doors,1,169H
thana parisar jhabua,1,NIT 18/2020-21_4
dinning bhopal,1,01/2020-21
upgradation work of 400 to 500 bed for distt. hospital,1,NIT 27/2021-22_1
smf vrla battery 12 v 100ahc,1,F-917/2022 dt 28-11-2022
thana lanji,3,"03/2025-26, 02/2025-26, 04 / 2025-26"
supply of required furniture item,1,sp/sjr/rk/1638/23
various reparing work of various places at ( 1 ) chowki songudda. ( 2 ) chowki pathri. ( 3 ) post pitkona distt. balaghat,1,14/2020-21
bahela police station under balaghat district.,1,13 / 2024-25
e tender for vehicle bolero jeep,1,NIT MT01 2023-24
live video surveillance system,1,"SB/Store/2019-25(179) Bhopal, DT 01-07-19"
door window repairing work at dsp office building ( traffic ).,1,SP/RTM/RI/1833/23
construction work of washing ramp pts rewa,1,17/2019-20
aluminium window work of police thana dewas gate,1,SP/Ujjain/RI/3529H/2023
01 g,8,"21/2018-19/13, 03/2019-20/9, 21/2018-19/15, 05/2019-20/8, 21/2018-19/14, 05/2019-20/7, 11/2019-20, 03/2019-20/11"
6x200 kva,1,33/2022-23
servant room including cleaning the site atfer removel of debris from the site at home guard campus bhopal,1,01/2024-25
construction work of mahila barrack at homeguard dist raisan,1,11/2023-24
infrastructure development corporation building,1,13/2023-24
construction of semi urban thana ater,1,09/2022-23
construction work of gas agency,1,M-4481
dupada distt. shajapur,1,NIT 03/2020-21_2
external eletrification work at ranital stadium jabalpur,1,19/2023-24
repairing work of chedilal block 1- 3 at first battalion s. f. a. indore,1,01/2020-21/9
result for generator shed at c p office bhopal,1,165/25
result for floor repair work on the first,1,169E
internal electrification work of old building at police iti bhopal ( mp ).,1,08/2025-26
h. s. school salsalai,1,NIT 22/2021-22_2
12. flooring work,1,20/2018-19
construction of outdoor stadium panna,1,008/2022-23
construction of 12 ngo,4,"31/2023-24 Dindori Qtrs, 70/2018-19, 31/2023-24 Seoni Qtrs, 17/2023-24"
construction work of highway police chouki dodi sehore,1,02/2020-21
air conditioning work central library bhopal,1,53/2018-19
zonal conference hall sagar,1,20/2020-21
construction of separate room toilet for ladies fir room ) at thana nirar distt morena,1,01/2021-22
external electrification work for 138 constable quarters at police radio colony bhopal,1,07/2022-23
ajk repairing work,1,3100/03.10.2024AJK repairing work
bgt,1,04 / 2025-26
reparing works,2,"SP/SAGAR/RI/2420/2024, SP/SAGAR/RI/2419/2024"
barrier free work at government mahaveer college,1,02/2021-22
painting work of sp office dist. betul,1,08/2019-20
external electrification work 1x200 kva transformer,1,06/2023-24
construction of mahila desk ( fir room ) jawa dist rewa,1,16/18-19
barbed wire fencing at new sp office balaghat,1,17 / 2019-20
const. work in chowki beera thana ajaygarh distt. panna,1,2042
painting work of qtrs. ( block e1,1,03/2023-24/1
supply of construction material,1,P-312/22 dated 08-10-2022
work of 33 kv,1,34/2023-24
water proofing work at office of the district commandant,1,NIT 19/2023-24_4
construction of mahila desk banda,1,50/2018-19
g type qrts at police radio colony bhopal,1,07/2025-26
construction work of semi urban thana building at sirsod distt shivpuri,1,28/2018-19
external electrification work of 24 qtrs sironj dist. vidisha,1,07/2019-20
temder for purchase of stationary,1,Sp/Sjr/Rk/574B/25
construction of 1f type 1g type,1,08/2019-20/8
construction work of police chouki khamkheda vidisha,1,10/2019-20
jobat,1,08/2022-23
fixing of 7. 5 k. v. a. diesel generator with amf penal,1,08 / 2020-21
craft centre,1,NIT 04/2023-24_1
required material purchase for stf company,1,1stbn/G-3474/2021 23-09-2021
distt.- dindori,6,"03/2019-20/9, 10/2019-20_3 MAHILA DESK, 10/2019-20_4 MAHILA DESK, 10/2019-20_2 MAHILA DESK, 10/2019-20_5 MAHILA DESK, 11/2020-21 Traffic Thana Dindori"
manasa distt. neemuch,3,"22/2018-19, 26/2018-19, NIT 05/2022-23_1"
duplex printer,1,NO/SP/KGN/RK/171-A/2024
district datia,2,"16/2024-25, 14/2024-25"
technical building,1,31/2022-23
02g,1,12/2022-23
result for construction work of sewer line at tilak nagar 2nd bn saf,1,M/1101
outer repairing,3,"03/2023-24/1, 21/2024-25/5, 21/2024-25/4"
distt. balaghat.,36,"15B/2022-23, 04/ 2021-22, 16/2020-21, 08 / 2023-24, 06 / 2023-24, 04/2024-25, 01/2023-24, 06 / 2024-25, 02/2024-25, 09/2024-25, 15 / 2020-21, 10/2024-25, 11 / 2023-24, 09 / 2021-22, 13 / 2021-22, 14 / 2021-22, 20 / 2023-24, 02 / 2021-22, 11 / 2021 - 22, 04 / 2023-24, 06/2022-23, 07 / 2021-22, 14 / 2018-19, 07 / 2023-24, 08 / 2020-21, 27/2024-25, 02/2023-24, 03/2024-25, 06 / 2021-22, 05 / 2021-22, 18 / 2020-21, 18/2022-23, 01/2024-25, 19 / 2020-21, 05/2024-25, 09 / 2023-24"
construction of drain sports complex raisen,1,003/2021-22
pcr hood,1,No.  FSL /STORE/PMS 2018-19(II)/2019
constable block ganjal machak,1,13/2020-21
fixing sheet on shed,1,NIT 11/2020-21_5
construction of semi urban thana pithampur sector- 1 dhar,1,22/2020-21
construction work at excellence school ratlam,1,NIT 22/2021-22_7
renovation work police thana building handiya dist. harda,1,11/2023-24
construction of separate room toilet for ladies fir room at thana andori distt bhind,1,25/2019-20
construction of mahila desk at thana bamhani distt mandla,1,20/2018-19/3
construction of 100 seated girls hostel building ( 2 seat per room ) at kila maidan,1,17/2021-22
internal,3,"01/2024-25, NIT 11/2020-21_5, NIT 11/2020-21_6"
maintenance work for 96 constable qtrs. at d. r. p. line,1,24/2021-22/1
construction of incomplete urban thana building gohalpur,1,"05/2022-23 Urban Thana Building Gohalpur, Jabalpur"
painting work pts tighra gwalior,1,01/2024-25
electrical work at qrts no. 01/ 03 ci colony ngos mess bhopal,1,28/2019-20
construction of barrack at out post saletekari,1,16/2020-21
construction of chowkey hanumatpur panna,1,21/2019-20
construction of mahila desk at thana damua distt chhindwara,1,14/2018-19/42
construction of semi urban thana building tendua shivpuri,2,"01/2020-21, 16/2019-20"
construction of separate room toilet for ladies fir room at thana aswar distt bhind,1,06/2019-20
construction work at veterinary sciences,1,7/2022-23
construction of govt. excellence higher secondary school at gohad district bhind,1,12/2022-23
guard room,3,"02/2025-26 (1) Painting and Repairing Work of Commandant Office, Smart Class, Kot Building, Guard, 06 / 2021-22, 15 / 2020-21"
phq lift maintanance,1,PHQ/Planning/19/A-2/267/2023
rate contract of a4 size paper,1,CP/IND/RK/90/2023
construction of separate room toilet for ladies fir room at thana unnao distt datia,2,"25/2019-20, 11/2019-20"
madhusudangarh thana,1,09/2024-25
g type 8,2,"10/2019-20-2, NIT 20/2024-25_5"
bore excavation work at jila vishesh shakha,1,11/2019-20-7
renovation work forensic science laboratory ( d. n. a. lab ) at rfsl,1,04/2020-21/3
show jumping,1,08/2023-24
shifting repairing maintenance,1,D-13078/2024 Date 27/09/2024
construction of separate room toilet for ladies fir room at sdop ambah distt morena,1,12/2019-20
repairing work of office toilet- 1,1,"02/2025-26 (5) Repairing Work of Office Toilet-1, Office Toilet District Commandant-2, Sainik Barrac"
cleaning work of residential premises in police colonies,1,710/22 date 15-07-22
supply of horse feed,1,SP/Ujjain/RI/MTD/33/2024
roof treatment,3,"16/2020-21, 15 / 2020-21, 08/2019-20"
construction of mahila desk for fir at panagar,1,20/2018-19_3
construction works of toilet size 160 sqf near pared ground,1,G-2026
repairing work of traffic thana,1,"03/2020-21 Mainteance Traffic Thana, Katni"
construction of stp with moter pump at 12 48 qtrs at drp line distt shivpuri 50 kld,1,18/2019-20
construction of highway check post keshar tiraha,1,09/2021-22
establishment of pathology lab 2nd bn. gwalior,1,114/20.01.2021
construction of mahila desk ( fir room ) langhadol dist. singrouli,1,16/2018-19
tender cum e- auction of miscellaneous items as batteries antenna mirophones etc,1,980/2020   Date 03/12/2020
at distt. hospital dhar road,1,19/2020-21
septic tank at 84 double story qtrs at 2nd bn gwalior,1,22/2018-19
special repairing work at thana budhni dist. sehore,1,18/2022-23
construction of football ground pta bhopal,1,59/2018-19
mtd barrack 1 at raptc,1,23/2022-23
integrated city surveillance system for eleven cities of madhya pradesh.,1,F-499/2021  Date 19/05/2021
repair of thana building at police thana betma,1,18/2022-23/4
washerman room construction work in the unit premises,1,8th/bn/saf/m-2660-c/2024
repairing work of residential lines at 13th bn. s. a. f.,1,19/2024-25
repair work,4,"17/2018-19, 32/2018-19, 714/2024-25, 707/2024-25"
toilets,2,"09 / 2023-24, 01/2023-24"
mains battery charger 12 to 72 volt for mp police telecom,2,"F-819/2021  Date 30/09/2021, F-52/2022  Dt.12/01/2022"
construction of police chowki jhurahi distt. singruli,1,05/2020-21
construction of drain from berricade ( c- 144 qtrs ) to c- 8 new qtrs,1,22/2020-21
sheopur 2 construction work of for control room campus sheopur surface drain work for control room campus,1,22/2018-19
construction of semi urban thana building naisaray,1,16/2019-20
dcp ( int ) office at residency area indore,1,DCP/HQ/IND/RI/922/2025
repair work at sp office new building narmadapuram,1,SP/NDPM/RI/3699-B/2024
construction of police chowki,13,"16/2019-20/2, 08/2021-22, 09/2019-20/3, 27/2019-20-2 Jhinjhari Chowki, 07/2021-22, 27/2019-20 Bagraji Chowki, 27/2019-20-3 khirahani fhatak Chowki, 16/2019-20/3, 16/2019-20 Tala, 16/2019-20/1, 12/2020-21 police chowki anand nagar, 02/2020-21 Chowki Barginagar, 09/2019-20/2"
shed construction for dial 100 extension bhopal,1,02/2019-20
laying of paver block at p. r. t. s. indore,1,01/2020-21/5
khattali distt. alirajpur,1,17/2019-20-10
up gradation of storage,1,"SB/Store/2019-25(179) Bhopal, DT 01-07-19"
construction of semi urban thana building bhedaghat,1,14/2019-20_3 Thana
32nd bn.,1,06/2019-20-1
under cm rise school project construction of govt. model h. s. school,1,17/2022-23
jungle shoes,5,"M-2551 DATE 09/06/2022, HAWK FORCE/QM/D-621/2020/BALAGHAT DATED 15-12-2020, CO/HF/BGT/QM/M-3520/23  DATE-09/08/2023, co/hf/qm/bgt/m-6353/24, Date-23/12/2024, PHQ/HAWK FORCE/QM/C-1006/BHOPAL, DT. 04/11/2019"
external electrification work for 12 plus 48 qrts. at shajapur ( 2x200 kva transfarmer with 11/ 0. 43 h. t.,1,NIT 02/2022-23_1
distt. barwani,1,24/2024-25/2
under cm rise school project construction of govt. hss multi malhar ashram,1,21/2022-23
construction of shed at first floor of chemistry lab,1,11/2022-23
construction of police chouki ajnar dist bhind,1,08/2020-21
renovation ( civil,1,26/2022-23
external electrification work of 11/ 0. 4 kv substation 2x315 kvatransformer at 150 bedded hospital ganjbasoda dist. vidisha,1,11/2024-25
construction of homeguard mahila barrack at damoh,1,21/2023-24
construction of highway chowki,2,"09/2019-20/1, 09/2019-20/4"
urban bhopal,1,DCP/HQ/RI/TENDER/01/23
reparing work at cid office at jabalpur.,1,26/2022-23
48 qtrs. pts umaria 2 phase,2,"13/2020-21 External Electrification work, 18/2020-21 External Electrification work"
govt higher secondary school basai dist datia cm rise scheme,1,39/2022-23
upgradation of 21 constable,1,07/2019-20/1
construction of semi urban thana building sohagpur,1,08/2019-20_8
construction of govt. middle school,1,20/2024-25/2
11kv line shifting at office of district commandant homeguard,1,46/2023-24
8g type,1,19/2020-21
proving,1,04/2021-22
excellence school n. v. m. no. 2 dewas,1,NIT 22/2021-22_3
4h type qtrs at civil hospital,1,26/2022-23 Ext. Elect. Umaria
24 qtrs porsa morena,1,21/201-19
food tender,1,M/5808/2024
profil0e sheet work for qtrs no. 114 06 to 114 12 satna,1,08/2019-20
rahatgarh dist. sagar,1,05/2023-24
external electrification work of 24 qtrs ganjbasoda dist. vidisha,1,07/2019-20
sonkatchh,2,"28/2018-19, NIT 11/2024-25_4"
64 line,1,31/2018-19
01 nos deesel generator set for 24 ngo 72 constable qtrs gole line jahangirabad bhopal,1,04/2021-22
8 n0. qrts at thana dolariya dist. hoshangabad,1,24/2018-19
special repair work of plaster,1,SN/POLICE/NIWARI/RI/460/2023
repairing/ rennovationt work for thana kotwali karahal occhapura beerpur gaswani,1,02/2024-25
construction of semi urban thana building sidhi,1,01/2020-21 Thana Sidhi
district- rajgarh,1,11/2018-19
garhakota sagar,1,004/2022-23
construction of 04 ngo room at ngo club 23 rd bn bhopal,2,"23/2021-22, 33/2021-22"
construction of mahila desk ( fir room ) thana chorhta distt. rewa,1,05/2020-21
different renovation,1,01/2024-25
h type qrs jnpa,1,10/2021-22
prodder,2,"SB/STORE/2022-25(281) BHOPAL DATED 10-10-2022, SB/STORE/2022-25 (375) BHOPAL DATED 28.12.2022"
structural glazing work community hall multi purpose hall cid training school bhopal,1,004/2022-23
construction of tube well,1,12/2022-23
construction of govt. primary school kanishtha dotad ( distt.- jhabua ),1,20/2024-25/13
musical instrument for band team,1,PHQ/15/GPC/524-1/24
gwalior ( cm rise scheme ).,1,08/2023-24
sp office,1,09/2024-25
repair work septic tank sewer line jnpa sagar,1,12/2020-21
distt. ujjain,1,NIT 14/2022-23_1
2. 4 tb hard drive sas ise 12gbps 10k 512e 2. 5in hot plug hard disk,1,2377
upgradation work of 200 to 300 bed at district hospital,1,35/2021-22
radio head quarter bhopal,1,03/2020-21
narmada building ( including electrical work ) at 7th bn saf bhopal,1,25/2019-20
construction of 160 bedded hostel at govindpura bhopal,1,36/2018-19
renovation work gmhss prithvipur niwari,1,001/2022-23
commissioning,4,"D-3967/25 Date 07-03-2025, PDM/ Purchase/CCTV/F-125 /2019, dtd.16/01/2019, D-1067/24 Date 17/01/2024, 01/2019-20"
guna,3,"28/2023-24, 26/208-19, 16/2019-20"
construction of additional room at govt. higher secondary school bambhada ( distt. burhanpur ),1,04/2025-26/1
pattdi distt. ratlam,1,NIT 21/2024-25_2
magazine at hawk force h. q. kanki balaghat.,1,15/2023-24
repairing work of old quarters outer plaster door,1,17/2019-20
civil maintenance work at 25th battalion saf sadar bajar indore campus,1,SP/IND/HQ/RI/3054/21
external electrification work for upgradation,1,19/2023-24
construction of police chowki ramvan distt satna,1,12/2019-20
distt.- jabalpur,13,"20/2018-19_3, 20/2018-19_2, 19/2018-19_4, 19/2018-19_7, 03/2020-21 Chowki Dumna, 19/2018-19, 27/2019-20 Bagraji Chowki, 29/2021-22 Construction of  Police chowki Gour, 02/2022-23 Semi Urban Thana Building Gwarighat, 02/2020-21 Chowki Barginagar, 12/2020-21 police chowki anand nagar, 03/2020-21 Chowki Gour, 03/2019-20/1"
kachnara distt. mandsour,1,NIT 14/2021-22_1
result for e tender cum auction for condemn item at police radio zone hq jabalpur mp,1,sp(r)/jbp/auction/319/2025 dt31/01/2025
real time- pcr machine with accessories,1,No.  FSL /STORE/PMS 2018-19(II)/2019
various construction works in police camp mandwa,1,14 / 2024-25
maharajwada ujjain ( 11/ 0. 433 kv,1,NIT 20/2024-25_2
repairing work of subedari line qtrs no. 01 to 16,1,14/2019-20
construction of training company mess,1,1stbn/QM/P-1197/2023
investigation workstation high end,1,SCHP/STORE/D-461/2021
schedule of bore well at 29th bn datia ( mp ),1,07/2019-20
thana parisar thandla,1,NIT 18/2020-21_4
estimate for community building 2 renovation work,1,NIT12 2023-24
external electrification work of 1c 12f 32h quarters at veterinary college campus rewa,1,15/2022-23
construction of sewer line drain,1,22/2018-19
construction of barrack for accommodation coy personel ( profilesheet ),1,17/2023-24
construction of lath bath work,1,14/2023-24
construction of jhulaghar phq bhopal,1,20/2020-21
construction of new hostel jnpa sagar,1,63/2018-19
renovation work gmhss damoh,1,001/2022-23
construction of biology,1,03/2021-22/1
construction of 2 no. dog canal at drp line,1,13/2018-19
khel parisar,1,NIT 07/2021-22
external electrification works of 4f,1,26/2022-23 Ext. Elect. Umaria
construction of mahila desk ( fir room ) tala dist. satna,1,21/2018-19
repair sagar,1,23/2021-22
external electrification work 8 gos 12 ngo 48 constable qtrs at betul,1,11/2021-22
construction of residential barrck thana harda,1,08/2020-21
internal electrification work for woman crime dsp office in cctns distt. khargone,1,12/2018-19/40
03 ngo,1,8bn/saf/qm/m-5477/2024
renovation class room ptri bhopal,1,20/2021-22
construction of barrack tikamgarh,1,20/2020-21
construction of police chouki rajghat dist ashoknagar,1,29/2019-20
construction of police chowki at industrial area ashoka garden bhopal,1,19/2019-20
equipments for chemistry lab of ratlam,1,PHQ/15/GPC/1255-1/24
under cm rise school project construction of govt. navin malav kanya school,1,14/2022-23
other programs in pts ground of the unit,1,8th/bn/saf/m-2659-c/2024
toilet for ladies fir room at thana devgarh distt morena,1,27/2018-19
construction of new sho room grp police station,1,2372/2024
scraping putty- paint work of state cyber cell,1,169H
chouki chandwasa repairing work,1,3103/03.10.2024chouki chandwasa repairing work
construction of toilet at police thana bajag,1,30/2023-24 Thana Bajag Toilet Const. Work
scrapping,1,169B
48 constable qtrs at burhanpur,1,10/2019-20/2
ashapur distt. khandwa,1,09/2019-20/3
majholi,1,20/2018-19_2
different type of spare parts total 67 nos for various wireless sets,1,D-15689/2024 Date 26/11/2024
bollard,1,SB/STORE/2020-25(564) BHOPAL DATED 28-12-2020
repairing in covid care center,1,2038
repairing work of drain,1,03/2025-26
police chwoki machurda me crpf jawano hetu 18x40 feet barrick ka nirman latbath sahit,1,May-21
construction work of mahila toilet,1,10/2024-25
result for repairing work of police thana building ghansore,1,04/2025-26 (1) Ghansore
forensic laptop ( with kit ),1,SB/STORE/2020-25(564) BHOPAL DATED 28-12-2020
construction work of 2f 4g 4h qtrs at community health center khutar distt singrouli,1,22/2019-20
purchase of rashan for horses of mounted troop 7th battalion,1,7BN/SAF/MTD/103/2022 Dated 14/02/2022
d. ) old famliy line at 6th bn. s. a. f. ranjhi jabalpur,1,5
construction of approach road at basecamp under thana motinala,1,14/2020-21
kymore,1,19/2018-19_9
2h type qtrs chhanera distt khandwa,1,10/2018-19
construction of 04 g,1,03/2021-22
renovation work phq bhopal,2,"12/2019-20, 16/2019-20"
door frame replacement,1,8bn/saf/qm/m-5474/2024
purchasing water camper for providing clean water to the jawans,1,1stbn/qm/p-1197
various construction work at govt. h. s. school khokrakalan kalapipal distt. shajapur,1,NIT 19/2022-23_7
stp kotwali raisen,1,03/2019-20
electrification work 24 96 qtrs 05th bn s a fmorena,1,29/2018-19
mt shakha,1,1544/23.05.2023 MT SHAKHA and TOILET REPAIRING
reception room ajk thana tikamgarh,1,12/2020-21
result for repairing work of office building at sp bungalow parisar,1,04/2025-26 (8) SP Bungalow Parisar
construction of barrack at communication center maihar distt maihar,1,04/2025-26
change of door for residential barrack wc,1,14/2020-21
construction of shed work of profile sheet,1,18/2023-24
smart class,1,"02/2025-26 (1) Painting and Repairing Work of Commandant Office, Smart Class, Kot Building, Guard"
repairing work of govt. model higher secondary school karkeli,1,06/2022-23 Repairing of govt. Model School Umaria
phase ii,1,09/2019-20_1
construction work of temprory 20 seater barrack at thana karanjiya,1,"18/2023-24 Thana Karanjiya, Dindori"
deployment of personnel for housekeeping jobs electrical plumbing work,1,DIR/ MPPA/QM/H.K. -Tender/  M-2396/2019
renovation of existing 12,1,04/2021-22
30,1,Cleaning contract for New and Main Adm Block Total
stp police line chhatarpur,1,03/2019-20
reparig,1,05/2019-20
construction of stp work at 12 ngo 48 constable qtrs drp dist. harda,1,01/2019-20
plaster removing old tiles in main company barracks at 14bn. s. a. f. campus gwalior,1,07/2019-20
singoli distt. neemuch,3,"03/2019-20-1, 22/2018-19, 33/2018-19"
tenders invitation for supply of building repair material.,1,QM/B/7217
dhar ( m. p. ),1,14/2024-25
phq a. c. maintanance,1,PHQ/Planning/19/A-2/268/2023
s. a. f. barrack at police line,1,NIT 10/2020-21_2
recreation room on existing hostel building at ranital sports campus,1,04/2021-22
r. a. p. t. c.,1,08/2021-22
construction of mahila desk for fir at bilaspur,1,20/2018-19_14
repairing work at thana bherunda sehore,1,03/2024-25
construction of boundary wall at thana building sendhwa distt barwani,1,18/2023-24
renovation of work in sp office panna,1,2039
construction of 01 f,8,"21/2018-19/13, 03/2019-20/9, 21/2018-19/15, 05/2019-20/8, 21/2018-19/14, 05/2019-20/7, 11/2019-20, 03/2019-20/11"
special repair work of non residential,1,1817/2024/05
repairing work of tiles at old 48 qtrs constable,1,22/2020-21 Repairing work of Tiles at old 48 Qtrs
48 qrts at drp line district narsinghpur,1,17/2018-19/1
waterproofing work of the radio branch room situated on the second floor of police control room,1,169J
pre matric girls hostel patan jabalpur,1,4
pipe culvert at police camp timkitola distt. balaghat.,1,31 / 2024-25
providing mobile telephone services in closed user group ( cug ) for m. p. police,1,D-3209/2025 Date 21-02-2025
special repairing work at thana makhannagar dist. narmadapurm,1,15/2022-23
dismantling work of c. m. rise govt. excellence school building at khachrod distt. ujjain.,1,NIT 16/2023-24_1
saf building repairing,1,1499/23.05.2023 SAF BUILDING REPAIRING
davv campus,1,02/2022-23
outer side repairing,1,07/2025-26
asp zonal sp cyber,1,17/2018-19
external electrification works of govt. h. s. school shahpura,1,28/2023-24 Electrical Shahpura
construction of archery arena,1,31/2022-23
forensic imaging,1,SCPH/STORE/D683/2021
printer ( black,2,"SB/STORE/2022-25(150) BHOPAL DATED 27.04.2022, SB/STORE/2023-25 (29) DATED 24.01.2023"
borwell/ submersible pump at camp mandwa,1,02/2023-24
repairing work of d. i. g. office at first battalion s. a. f. indore,1,1stbn/qm/p-510
construction of highway chek post at badchicholi distt chhindwara,1,16/2019-20
construction of police chowki kamtanath distt satna,1,12/2019-20
buillding work near hawk force office,1,/ HAWK FORCE/QM/ C- 1008
equipment at s. d. e. r. f. unit,1,NIT 08/2023-24_1
renovation work of kamla ngo block parvati ngo block narmada ngo block,1,01/2024-25
retender for purches of tyre,1,DCP/HQ/RI/TENDER/MT/06/23
construction of mahila desk at thana chaurai distt chhindwara,1,20/2018-19
construction of chowkey mohandra panna,1,21/2019-20
supply of 320 qty desktop computers for mp police,1,2201/20
construction of police chouki saraskhedi dist ashoknagar,1,29/2019-20
construction of semi urban thana building khitola,1,06/2020-21 Semi Urban Thana Khitola
building,2,"12/2021-22, 35/2024-25"
external painting of qrts no 31 to 42,1,14/2023-24
computer stationary,1,49/2023
